id,filepath,filename,extension,frontmatter_status,frontmatter
4775,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 001 - O Assassino Lendário-1.webp,Capítulo 001 - O Assassino Lendário-1,.webp,,
4776,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 001 - O Assassino Lendário-2.webp,Capítulo 001 - O Assassino Lendário-2,.webp,,
4777,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 001 - O Assassino Lendário.webp,Capítulo 001 - O Assassino Lendário,.webp,,
4778,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 011 - Sakamoto VS. Boiled.webp,Capítulo 011 - Sakamoto VS. Boiled,.webp,,
4779,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 013 - Video Rental.webp,Capítulo 013 - Video Rental,.webp,,
4780,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 016 - Department Store WA..webp,Capítulo 016 - Department Store WA.,.webp,,
4781,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 017 - Heisuke Mashimo-1.webp,Capítulo 017 - Heisuke Mashimo-1,.webp,,
4782,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 017 - Heisuke Mashimo.webp,Capítulo 017 - Heisuke Mashimo,.webp,,
4783,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 019 (Cpt20251012 133622)-1.webp,Capítulo 019 (Cpt20251012 133622)-1,.webp,,
4784,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 019 (Cpt20251012 133622).webp,Capítulo 019 (Cpt20251012 133622),.webp,,
4785,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 021 - Let's Go to the Museum-1.webp,Capítulo 021 - Let's Go to the Museum-1,.webp,,
4786,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 021 - Let's Go to the Museum.webp,Capítulo 021 - Let's Go to the Museum,.webp,,
4787,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 067-068 - Remote Work ;; Fwollow Me.webp,Capítulo 067-068 - Remote Work ;; Fwollow Me,.webp,,
4788,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 069-070 (Cpt20251012 134016).webp,Capítulo 069-070 (Cpt20251012 134016),.webp,,
4789,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 071-072 (Cpt20251012 134150)-1.webp,Capítulo 071-072 (Cpt20251012 134150)-1,.webp,,
4790,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 071-072 (Cpt20251012 134150).webp,Capítulo 071-072 (Cpt20251012 134150),.webp,,
4791,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 181.webp,Capítulo 181,.webp,,
4792,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 226 - More than Friends, Less then Assassins-1.webp","Capítulo 226 - More than Friends, Less then Assassins-1",.webp,,
4793,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 226 - More than Friends, Less then Assassins-2.webp","Capítulo 226 - More than Friends, Less then Assassins-2",.webp,,
4794,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 226 - More than Friends, Less then Assassins.webp","Capítulo 226 - More than Friends, Less then Assassins",.webp,,
4795,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Capítulo 227 - Determined.webp,Capítulo 227 - Determined,.webp,,
4796,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\SAKAMOTO DAYS.webp,SAKAMOTO DAYS,.webp,,
4797,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Volume 03 (Vl20251012 133446).webp,Volume 03 (Vl20251012 133446),.webp,,
4798,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\SAKAMOTO DAYS\agregados\Volume XX (Vl20251012 133033).webp,Volume XX (Vl20251012 133033),.webp,,
4799,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\School Zone\agregados\School Zone.webp,School Zone,.webp,,
4800,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Seraph of the End - Vampire Reign\agregados\Capítulo 006 - Black Asura.webp,Capítulo 006 - Black Asura,.webp,,
4801,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Seraph of the End - Vampire Reign\agregados\Capítulo 007 - New Family-1.webp,Capítulo 007 - New Family-1,.webp,,
4802,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Seraph of the End - Vampire Reign\agregados\Capítulo 007 - New Family-2.webp,Capítulo 007 - New Family-2,.webp,,
4803,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Seraph of the End - Vampire Reign\agregados\Capítulo 007 - New Family-3.webp,Capítulo 007 - New Family-3,.webp,,
4804,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Seraph of the End - Vampire Reign\agregados\Capítulo 007 - New Family.webp,Capítulo 007 - New Family,.webp,,
4805,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Seraph of the End - Vampire Reign\agregados\Seraph of the End - Vampire Reign.webp,Seraph of the End - Vampire Reign,.webp,,
4806,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 002 - Nervous Karaoke Box.webp,Capítulo 002 - Nervous Karaoke Box,.webp,,
4807,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 003 - Restless coluna Acitivities.webp,Capítulo 003 - Restless coluna Acitivities,.webp,,
4808,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 008 - Prickling Private Training-1.webp,Capítulo 008 - Prickling Private Training-1,.webp,,
4809,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 008 - Prickling Private Training-2.webp,Capítulo 008 - Prickling Private Training-2,.webp,,
4810,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 008 - Prickling Private Training-3.webp,Capítulo 008 - Prickling Private Training-3,.webp,,
4811,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 008 - Prickling Private Training.webp,Capítulo 008 - Prickling Private Training,.webp,,
4812,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 021 - Boisterous Culture Festival, Part 2.webp","Capítulo 021 - Boisterous Culture Festival, Part 2",.webp,,
4813,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 030 - Cloudy New Class.webp,Capítulo 030 - Cloudy New Class,.webp,,
4814,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 053 - Heart-thumping Ocean, Pt. 3.webp","Capítulo 053 - Heart-thumping Ocean, Pt. 3",.webp,,
4815,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 058 - Blazing Future.webp,Capítulo 058 - Blazing Future,.webp,,
4816,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 061 - Maddening District Competition-1.webp,Capítulo 061 - Maddening District Competition-1,.webp,,
4817,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 061 - Maddening District Competition.webp,Capítulo 061 - Maddening District Competition,.webp,,
4818,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 065 - Steady School Trip, Pt. 3-1.webp","Capítulo 065 - Steady School Trip, Pt. 3-1",.webp,,
4819,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 065 - Steady School Trip, Pt. 3.webp","Capítulo 065 - Steady School Trip, Pt. 3",.webp,,
4820,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 068 (Cpt20251015 150126)-1.webp,Capítulo 068 (Cpt20251015 150126)-1,.webp,,
4821,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 068 (Cpt20251015 150126).webp,Capítulo 068 (Cpt20251015 150126),.webp,,
4822,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 073 - Flustered Culture Festival (part 4)-1.webp,Capítulo 073 - Flustered Culture Festival (part 4)-1,.webp,,
4823,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Capítulo 073 - Flustered Culture Festival (part 4).webp,Capítulo 073 - Flustered Culture Festival (part 4),.webp,,
4824,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Skip and Loafer-1.webp,Skip and Loafer-1,.webp,,
4825,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Skip to Loafer (Mangá)\agregados\Volume 11 (Vl20250901 133127).webp,Volume 11 (Vl20250901 133127),.webp,,
4826,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 005 - A Pact With The Witch.webp,Capítulo 005 - A Pact With The Witch,.webp,,
4827,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 008 - Both so beautiful it’s hard to choose between.webp,Capítulo 008 - Both so beautiful it’s hard to choose between,.webp,,
4828,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 010 - Wear the sky-1.webp,Capítulo 010 - Wear the sky-1,.webp,,
4829,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 010 - Wear the sky.webp,Capítulo 010 - Wear the sky,.webp,,
4830,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 011 - A chacoal night.webp,Capítulo 011 - A chacoal night,.webp,,
4831,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 019 - Thoughts on a Moonlit Night.webp,Capítulo 019 - Thoughts on a Moonlit Night,.webp,,
4832,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 020 - Struck by a rain of pain-1.webp,Capítulo 020 - Struck by a rain of pain-1,.webp,,
4833,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 020 - Struck by a rain of pain.webp,Capítulo 020 - Struck by a rain of pain,.webp,,
4834,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 021 - Through the long night-1.webp,Capítulo 021 - Through the long night-1,.webp,,
4835,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 021 - Through the long night.webp,Capítulo 021 - Through the long night,.webp,,
4836,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 022 - Longing for the Sky.webp,Capítulo 022 - Longing for the Sky,.webp,,
4837,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 025 - Rei-sensei (1)-1.webp,Capítulo 025 - Rei-sensei (1)-1,.webp,,
4838,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 025 - Rei-sensei (1)-2.webp,Capítulo 025 - Rei-sensei (1)-2,.webp,,
4839,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Capítulo 025 - Rei-sensei (1).webp,Capítulo 025 - Rei-sensei (1),.webp,,
4840,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Sora wo Matotte.webp,Sora wo Matotte,.webp,,
4841,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Volume 02 (Vl20251019 190248).webp,Volume 02 (Vl20251019 190248),.webp,,
4842,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Volume 03 (Vl20251020 122132).webp,Volume 03 (Vl20251020 122132),.webp,,
4843,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Volume 04 (Vl20251021 171527).webp,Volume 04 (Vl20251021 171527),.webp,,
4844,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Volume 05 (Vl20251021 172531).webp,Volume 05 (Vl20251021 172531),.webp,,
4845,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Volume 06 (Vl20251021 172625).webp,Volume 06 (Vl20251021 172625),.webp,,
4846,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Sora wo Matotte\agregados\Volume 07 (Vl20251021 172758).webp,Volume 07 (Vl20251021 172758),.webp,,
4847,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Starting Today, We’re Childhood Friends\agregados\Starting Today, We’re Childhood Friends.webp","Starting Today, We’re Childhood Friends",.webp,,
4848,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Stellar Friends\agregados\Stellar Friends.webp,Stellar Friends,.webp,,
4849,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\Capítulo 086 - Do You Want Me to Ask You Out, Chihara-san-1.webp","Capítulo 086 - Do You Want Me to Ask You Out, Chihara-san-1",.webp,,
4850,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\Capítulo 086 - Do You Want Me to Ask You Out, Chihara-san-2.webp","Capítulo 086 - Do You Want Me to Ask You Out, Chihara-san-2",.webp,,
4851,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\Capítulo 086 - Do You Want Me to Ask You Out, Chihara-san-3.webp","Capítulo 086 - Do You Want Me to Ask You Out, Chihara-san-3",.webp,,
4852,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\Capítulo 086 - Do You Want Me to Ask You Out, Chihara-san.webp","Capítulo 086 - Do You Want Me to Ask You Out, Chihara-san",.webp,,
4853,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\Capítulo 44 - Is it time to prepare for the school festival, Chihara-san - Part 2.webp","Capítulo 44 - Is it time to prepare for the school festival, Chihara-san - Part 2",.webp,,
4854,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\Capítulo 44 - Is it time to prepare for the school festival, Chihara-san.webp","Capítulo 44 - Is it time to prepare for the school festival, Chihara-san",.webp,,
4855,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\Capítulo 71 - Is Halloween today, Chihara-san-1.webp","Capítulo 71 - Is Halloween today, Chihara-san-1",.webp,,
4856,"C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\Capítulo 71 - Is Halloween today, Chihara-san.webp","Capítulo 71 - Is Halloween today, Chihara-san",.webp,,
4857,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\That Girl Is Cute... But Dangerous\agregados\That Girl Is Cute. But Dangerous.webp,That Girl Is Cute. But Dangerous,.webp,,
4858,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Maid I Hired Recently is Mysterious\agregados\The Maid I Hired Recently is Mysterious.webp,The Maid I Hired Recently is Mysterious,.webp,,
4859,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Way of the Househusband\agregados\The Way of the Househusband.webp,The Way of the Househusband,.webp,,
4860,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\Capítulo 001 (Cpt20250903 180413)-1.webp,Capítulo 001 (Cpt20250903 180413)-1,.webp,,
4861,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\Capítulo 001 (Cpt20250903 180413)-2.webp,Capítulo 001 (Cpt20250903 180413)-2,.webp,,
4862,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\Capítulo 001 (Cpt20250903 180413)-4.webp,Capítulo 001 (Cpt20250903 180413)-4,.webp,,
4863,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\Capítulo 001 (Cpt20250903 180413)-5.webp,Capítulo 001 (Cpt20250903 180413)-5,.webp,,
4864,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\Capítulo 001 (Cpt20250903 180413)-6.webp,Capítulo 001 (Cpt20250903 180413)-6,.webp,,
4865,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\Capítulo 001 (Cpt20250903 180413)-7.webp,Capítulo 001 (Cpt20250903 180413)-7,.webp,,
4866,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\Capítulo 001 (Cpt20250903 180413).webp,Capítulo 001 (Cpt20250903 180413),.webp,,
4867,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\Capítulo 011 - Bonds Between Childhood Friends.webp,Capítulo 011 - Bonds Between Childhood Friends,.webp,,
4868,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\The Witches of Adamas\agregados\The Witches of Adamas.webp,The Witches of Adamas,.webp,,
4869,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 033.1 (Cpt20250922 172244).webp,Capítulo 033.1 (Cpt20250922 172244),.webp,,
4870,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 035 (Cpt20250922 172345).webp,Capítulo 035 (Cpt20250922 172345),.webp,,
4871,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 036 (Cpt20250922 172429).webp,Capítulo 036 (Cpt20250922 172429),.webp,,
4872,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 054.6 (Cpt20250922 185537).webp,Capítulo 054.6 (Cpt20250922 185537),.webp,,
4873,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-1.webp,Capítulo 161 (Cpt20250922 185651)-1,.webp,,
4874,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-10.webp,Capítulo 161 (Cpt20250922 185651)-10,.webp,,
4875,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-11.webp,Capítulo 161 (Cpt20250922 185651)-11,.webp,,
4876,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-12.webp,Capítulo 161 (Cpt20250922 185651)-12,.webp,,
4877,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-2.webp,Capítulo 161 (Cpt20250922 185651)-2,.webp,,
4878,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-3.webp,Capítulo 161 (Cpt20250922 185651)-3,.webp,,
4879,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-4.webp,Capítulo 161 (Cpt20250922 185651)-4,.webp,,
4880,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-5.webp,Capítulo 161 (Cpt20250922 185651)-5,.webp,,
4881,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-6.webp,Capítulo 161 (Cpt20250922 185651)-6,.webp,,
4882,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-7.webp,Capítulo 161 (Cpt20250922 185651)-7,.webp,,
4883,C:\Users\caiof\Drive\Obsidian\cognitio vitae 2\30 - Entes\Mídias (Ente)\Mangás (Mídia)\Tsugumomo\agregados\Capítulo 161 (Cpt20250922 185651)-8.webp,Capítulo 161 (Cpt20250922 185651)-8,.webp,,
